POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE,PRICE_IN_LACS,RATIO
Dealer,0,0,2,BHK,1256.281407,1,1,"Sector-14 Taloja,Mumbai",28.390964,77.33422900000000,50.0,25.12562814
Owner,0,0,2,BHK,1080.40201,1,1,"Dommasandra,Bangalore",13.010398,77.741046,43.0,25.1256281395349
Dealer,0,1,2,BHK,1120.040181,1,1,"Sector 80 Faridabad,Faridabad",28.381971000000000,77.347688,44.6,25.1130085426009
Owner,0,0,1,BHK,376.69512810000000,1,1,"Nyay Khand 2,Ghaziabad",28.9196,76.8972,15.0,25.11300854
Dealer,1,1,2,BHK,904.0683074000000,0,1,"Tambaram,Chennai",12.93,80.11,36.0,25.1130085388889
Owner,0,0,1,BHK,565.0426921,1,1,"Madhuban Bapudham,Ghaziabad",28.707966,77.48760300000000,22.5,25.1130085377778
Dealer,1,0,1,BHK,575.0878955000000,0,1,"Sahyadri Nagar,Mumbai",19.892883000000000,74.474654,22.9,25.1130085371179
Dealer,0,0,2,BHK,1079.859367,1,1,"Narendrapur,Kolkata",22.43917,88.39583,43.0,25.1130085348837
Dealer,0,0,2,BHK,1130.085384,1,1,"Bellandur,Bangalore",12.9255,77.6765,45.0,25.1130085333333
Owner,0,0,2,BHK,1130.085384,1,1,"Tiruneermalai,Chennai",12.96368,80.11469,45.0,25.1130085333333
Owner,0,0,2,BHK,1205.121768,1,1,"Noida Extension,Noida",28.579004000000000,77.431173,48.0,25.1067035
Dealer,0,0,2,BHK,1205.121768,1,1,"Patia,Bhubaneswar",20.353795,85.82102000000000,48.0,25.1067035
Dealer,0,0,2,BHK,1205.121768,1,1,"Kalarahanga,Bhubaneswar",20.355899000000000,85.843519,48.0,25.1067035
Dealer,0,1,3,BHK,1855.385388,1,1,"Zirakpur,Chandigarh",30.662283000000000,76.822397,73.9,25.1067034912043
Dealer,0,1,3,BHK,1855.385388,1,1,"Zirakpur,Chandigarh",30.662283000000000,76.822397,73.9,25.1067034912043
Dealer,0,0,2,BHK,954.0547326,1,1,"Jayapriya Nagar,Chennai",24.090195,87.990011,38.0,25.1067034894737
Owner,0,0,2,BHK,1252.824504,1,1,"Belatur Colony,Bangalore",13.012767,77.756579,49.9,25.1067034869739
Dealer,0,1,2,BHK,1355.761988,1,1,"Sector-128 Noida,Noida",28.522931,77.357078,54.0,25.1067034814815
Owner,0,1,1,BHK,753.0120482000000,1,1,"Sarjapura - Attibele Road,Bangalore",12.86,77.786,30.0,25.1004016066667
Owner,0,0,1,BHK,502.00803210000000,1,1,"Tilakwadi,Belgaum",15.866670000000000,74.5,20.0,25.100401605
Owner,0,0,3,BHK,1255.02008,1,1,"Akshaya Nagar,Bangalore",12.96991,77.59796,50.0,25.1004016
Owner,0,0,2,BHK,1004.016064,1,1,"Perungalathur,Chennai",12.9182,80.0824,40.0,25.1004016
Owner,0,0,2,BHK,1000.0,1,1,"Mohan Nagar,Ghaziabad",28.678014,77.38296,39.9,25.1
Dealer,0,0,1,BHK,1380.175659,1,1,"Narendra Nagar Extension,Lalitpur",21.105779000000000,79.078497,55.0,25.0941028909091
Owner,1,1,3,BHK,1505.26844,0,1,"Noida Extension,Noida",28.579004000000000,77.431173,60.0,25.0878073333333
Dealer,0,1,2,BHK,1567.987958,1,1,"Mansarovar,Jaipur",26.8626,75.7633,62.5,25.087807328
Owner,0,0,3,BHK,1429.6463510000000,1,1,"Tadepalli,Vijayawada",16.609758,80.617778,57.0,25.0815149298246
Dealer,0,0,4,BHK,2758.9666420000000,1,1,"Vesu,Surat",21.143354000000000,72.770931,110.0,25.0815149272727
Dealer,1,1,3,BHK,2229.746677,0,1,"Sushant Golf City,Lucknow",26.781748000000000,81.006714,88.9,25.0815149268841
Owner,0,0,3,BHK,1580.13544,1,1,"New perungalathur,Chennai",12.9182,80.0824,63.0,25.0815149206349
Dealer,1,1,4,BHK,3510.5315950000000,0,1,"Sector-82 Mohali,Mohali",30.654128000000000,76.732427,140.0,25.0752256785714
Dealer,0,0,2,BHK,865.0952859000000,1,1,"Guduvancheri,Chennai",12.842686,80.063733,34.5,25.0752256782609
Dealer,0,1,3,BHK,1705.115346,1,1,"Faizabad Road,Lucknow",26.860560000000000,80.91583,68.0,25.0752256764706
Dealer,1,1,3,BHK,1158.185009,0,1,"Ashapur,Varanasi",25.356042000000000,83.022258,46.2,25.0689395887446
Owner,0,1,3,BHK,1855.1015290000000,1,1,"Zirakpur,Chandigarh",30.662283000000000,76.822397,74.0,25.0689395810811
Dealer,0,0,2,BHK,1040.100251,1,1,"Noida Extension,Noida",28.579004000000000,77.431173,41.5,25.0626566506024
Dealer,1,0,2,BHK,869.6741855,0,0,"Rajarhat,Kolkata",22.54111,88.33778000000000,34.7,25.0626566426513
Dealer,0,1,2,BHK,934.8370927000000,1,1,"Ashapur,Varanasi",25.356042000000000,83.022258,37.3,25.0626566407507
Owner,0,0,2,BHK,1253.132832,1,1,"Wagholi,Pune",18.5823,73.983,50.0,25.06265664
Builder,1,1,2,BHK,1147.869674,0,0,"Hazari Pahad,Nagpur",21.168911000000000,79.030928,45.8,25.0626566375546
Dealer,0,0,2,BHK,1099.974944,1,1,"Sector 84 Faridabad,Faridabad",28.404730000000000,77.367514,43.9,25.056376856492
Owner,0,0,1,BHK,476.0711601,1,1,"Manjalpur,Vadodara",22.271214,73.188827,19.0,25.0563768473684
Dealer,1,1,4,BHK,2430.468554,0,1,"Zirakpur,Chandigarh",30.662283000000000,76.822397,97.0,25.0563768453608
Dealer,0,0,5,BHK,4258.517034,1,1,"Althan,Surat",21.151992,72.81002,170.0,25.0501002
Dealer,0,1,3,BHK,1380.2605210000000,1,1,"Sector 80 Faridabad,Faridabad",28.381971000000000,77.347688,55.1,25.050100199637
Owner,0,0,2,BHK,1052.104208,1,1,"Parvat Patiya,Surat",21.372623,73.254962,42.0,25.0501001904762
Dealer,1,1,3,BHK,1389.932382,0,1,"Mihan,Nagpur",21.15389,79.08306,55.5,25.0438267027027
Dealer,0,0,2,BHK,1177.059855,1,1,"Faizabad Road,Lucknow",26.860560000000000,80.91583,47.0,25.0438267021277
Owner,0,0,3,BHK,1252.191335,1,1,"Sarrajugari Veedhi,Bhimavaram",16.5333,81.5333,50.0,25.0438267
Owner,0,0,2,BHK,1227.147508,1,1,"Palanpur,Surat",21.17,72.83,49.0,25.0438266938776
Dealer,0,0,2,BHK,1036.814425,1,1,"Sulem Sarai,Allahabad",25.451221,81.788809,41.4,25.0438266908213
Dealer,1,1,1,BHK,312.9694542,0,0,"Sector-70 Gurgaon,Gurgaon",28.391441000000000,77.022829,12.5,25.037556336
Dealer,1,1,2,BHK,478.21732600000000,0,0,"Sector 85 Faridabad,Faridabad",28.406152000000000,77.355951,19.1,25.0375563350785
Dealer,0,0,4,BHK,3004.50676,1,1,"Sector 82 Faridabad,Faridabad",28.394375,77.35722700000000,120.0,25.0375563333333
Owner,0,0,3,BHK,1377.0655980000000,1,1,"Chaitanya School,Tirupati",13.65,79.42,55.0,25.0375563272727
Dealer,1,0,3,BHK,1581.977472,0,1,"Dhirenpara,Guwahati",26.16667,91.76667000000000,63.2,25.0312891139241
Dealer,1,1,2,BHK,913.6420526,0,1,"Badlapur (East),Lalitpur",24.690280000000000,78.41889,36.5,25.0312891123288
Dealer,1,1,2,BHK,515.6445557,0,0,"Sector 78 Faridabad,Faridabad",28.380160000000000,77.369936,20.6,25.0312891116505
Owner,0,0,2,BHK,876.0951189000000,1,1,"Prithviraj Nagar,Nagpur",26.900156,75.69534200000000,35.0,25.0312891114286
Dealer,0,0,4,BHK,3003.0030030000000,1,1,"Scheme No. 140 Indore,Indore",22.709203,75.911973,120.0,25.025025025
Dealer,0,0,3,BHK,1001.001001,1,1,"Yelahanka,Bangalore",13.11389,77.59833,40.0,25.025025025
Owner,0,0,2,BHK,1001.001001,1,1,"Gottigere,Bangalore",12.858535,77.590438,40.0,25.025025025
Dealer,0,0,2,BHK,1106.106106,1,1,"Bansdroni,Kolkata",22.470809,88.36318100000000,44.2,25.0250250226244
Dealer,0,0,2,BHK,1186.186186,1,1,"Pritam Nagar,Allahabad",25.459199000000000,81.787387,47.4,25.025025021097
Dealer,1,1,3,BHK,642.9822367,0,0,"Sector-70 Gurgaon,Gurgaon",28.391441000000000,77.022829,25.7,25.01876407393
Dealer,0,0,3,BHK,2089.0668,1,1,"Noida Extension,Noida",28.579004000000000,77.431173,83.5,25.0187640718563
Owner,1,0,3,BHK,1876.4073050000000,0,1,"Krishna Nagar,Lucknow",28.656401000000000,77.2889135,75.0,25.0187640666667
Owner,1,0,3,BHK,1498.249125,0,1,"Noida Extension,Noida",28.579004000000000,77.431173,59.9,25.0125062604341
Builder,1,1,3,BHK,1295.6478240000000,0,0,"Gollapudi,Vijayawada",16.535675,80.58343600000000,51.8,25.0125062548263
Dealer,0,0,2,BHK,917.9589795000000,1,1,"Jigani,Bangalore",12.778033,77.632191,36.7,25.012506253406
Dealer,0,0,2,BHK,862.9314657,1,1,"Hadapsar,Pune",18.49667,73.94167,34.5,25.0125062521739
Dealer,0,1,2,BHK,992.9964982000000,1,0,"Preetam Nagar,Allahabad",25.45,81.85,39.7,25.0125062518892
Dealer,0,0,2,BHK,1500.750375,1,1,"Narayanpur,Kolkata",22.40107,88.5424,60.0,25.01250625
Builder,1,1,2,BHK,1097.774444,0,0,"Yelahanka,Bangalore",13.11389,77.59833,43.9,25.006251571754
Dealer,1,0,2,BHK,1272.818205,0,1,"Madanpur,Bhubaneswar",20.243276,85.726324,50.9,25.0062515717092
Dealer,1,0,3,BHK,1560.390098,0,1,"Nidamanuru,Vijayawada",16.5066,80.7222,62.4,25.0062515705128
Dealer,0,1,2,BHK,2008.002001,1,1,"Undri,Pune",18.452663,73.93104,80.3,25.0062515691158
Builder,0,0,2,BHK,1052.763191,1,0,"Electronics City Phase 1,Bangalore",12.840956,77.659441,42.1,25.006251567696
Dealer,0,0,3,BHK,1980.4951240000000,1,1,"Pratap Nagar,Jaipur",26.807408000000000,75.83865900000000,79.2,25.0062515656566
Dealer,0,0,2,BHK,1437.859465,1,1,"Pratap Nagar,Jaipur",26.807408000000000,75.83865900000000,57.5,25.0062515652174
Dealer,1,1,2,BHK,580.1450363,0,0,"Sector-89 Gurgaon,Gurgaon",28.418638,76.94541600000000,23.2,25.0062515646552
Dealer,1,1,1,BHK,315.07876970000000,0,0,"Sector-70 Gurgaon,Gurgaon",28.391441000000000,77.022829,12.6,25.0062515634921
Dealer,1,1,1,BHK,315.07876970000000,0,0,"Sector-70 Gurgaon,Gurgaon",28.391441000000000,77.022829,12.6,25.0062515634921
Dealer,1,0,2,BHK,847.711928,0,1,"Narendra Nagar Extension,Nagpur",21.105779000000000,79.078497,33.9,25.0062515634218
Dealer,1,0,2,BHK,1312.828207,0,1,"Madanpur,Bhubaneswar",20.243276,85.726324,52.5,25.0062515619048
Dealer,0,0,2,BHK,747.6869217,1,0,"Thirumullaivoyal,Chennai",13.131830000000000,80.13082,29.9,25.0062515618729
Dealer,1,1,2,BHK,872.7181795,0,0,"Uttarahalli,Bangalore",12.90579,77.54264,34.9,25.0062515616046
Dealer,1,1,2,BHK,570.1425356000000,0,0,"Sector-86 Gurgaon,Gurgaon",28.397468,76.945489,22.8,25.0062515614035
Dealer,1,1,2,BHK,735.1837959,0,0,"Sohna,Gurgaon",28.25,77.07,29.4,25.0062515612245
Dealer,0,1,3,BHK,1697.9244810000000,1,1,"Pratap Nagar,Jaipur",26.807408000000000,75.83865900000000,67.9,25.0062515611193
Dealer,1,0,3,BHK,1587.896974,0,1,"Madanpur,Bhubaneswar",20.243276,85.726324,63.5,25.0062515590551
Dealer,0,0,3,BHK,1812.9532380000000,1,1,"Pratap Nagar,Jaipur",26.807408000000000,75.83865900000000,72.5,25.0062515586207
Owner,0,0,3,BHK,1222.805701,1,1,"Purushothapuram,Visakhapatnam",17.792968,83.217609,48.9,25.0062515541922
Dealer,0,0,5,BHK,5000.0,1,1,"Indirapuram,Ghaziabad",28.63676,77.36315,200.0,25.0
Owner,0,0,4,BHK,2500.0,1,1,"Chottanikkara,Ernakulam",9.97833,76.28361,100.0,25.0
Owner,0,0,3,BHK,2500.0,1,1,"Sarojini Nagar,Lucknow",26.748868000000000,80.863332,100.0,25.0
Owner,0,0,3,BHK,2500.0,1,1,"Sarojini Nagar,Lucknow",26.748868000000000,80.863332,100.0,25.0
Builder,1,1,4,BHK,2485.0,0,0,"Zirakpur,Chandigarh",30.662283000000000,76.822397,99.4,25.0
Dealer,1,1,4,BHK,2485.0,0,1,"Zirakpur,Chandigarh",30.662283000000000,76.822397,99.4,25.0
Dealer,0,0,3,BHK,2350.0,1,1,"Sector-91 Mohali,Mohali",30.698017,76.679016,94.0,25.0
Dealer,0,1,4,BHK,2282.5,1,0,"Tonk Road,Jaipur",26.16667,75.78333,91.3,25.0
Dealer,0,0,4,BHK,2250.0,1,1,"Sector-79 Mohali,Mohali",30.678174,76.712936,90.0,25.0
Dealer,0,0,3,BHK,2200.0,1,1,"Kestopur,Kolkata",22.605438,88.422084,88.0,25.0
Dealer,1,1,3,BHK,2017.5,0,1,"Thanisandra,Bangalore",13.055985,77.622157,80.7,25.0
Dealer,0,0,3,BHK,2000.0,1,1,"Gandhi Nagar,Secunderabad",17.416255,78.492489,80.0,25.0
Owner,0,0,3,BHK,2000.0,1,1,"Vishveseriya Nagar,Jaipur",24.090195,87.990011,80.0,25.0
Dealer,0,0,2,BHK,2000.0,1,1,"Pakhowal Road,Ludhiana",30.706256,75.70013400000000,80.0,25.0
Dealer,0,1,3,BHK,1980.0,1,1,"Vaishali Nagar,Jaipur",26.91868,75.750399,79.2,25.0
Dealer,0,1,3,BHK,1975.0,1,1,"Perumbakkam,Chennai",12.9053,80.1986,79.0,25.0
Dealer,0,0,3,BHK,1885.0,1,1,"Yendada,Visakhapatnam",17.776084,83.366665,75.4,25.0
Dealer,1,1,3,BHK,1885.0,0,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,75.4,25.0
Owner,0,0,3,BHK,1850.0,1,1,"Sayajigunj,Vadodara",22.310343,73.18415300000000,74.0,25.0
Dealer,0,0,3,BHK,1850.0,1,1,"Kadma,Jamshedpur",22.802995000000000,86.167625,74.0,25.0
Dealer,0,0,3,BHK,1830.0,1,1,"Bariatu,Ranchi",23.399528,85.357421,73.2,25.0
Dealer,1,0,3,BHK,1800.0,0,1,"Fatehabad Road,Agra",27.1,78.19,72.0,25.0
Dealer,0,0,1,BHK,1800.0,1,1,"Trimurti Nagar,Lalitpur",21.111835,79.038732,72.0,25.0
Owner,0,0,3,BHK,1750.0,1,1,"Dundahera,Ghaziabad",28.630742000000000,77.446166,70.0,25.0
Dealer,1,0,3,BHK,1690.0,0,1,"Rajpur Road,Dehradun",30.33503,78.05482100000000,67.6,25.0
Dealer,1,0,3,BHK,1635.0,0,1,"Chandmari,Guwahati",26.191749000000000,91.77905600000000,65.4,25.0
Dealer,1,1,3,BHK,1627.5,0,0,"Patia,Bhubaneswar",20.353795,85.82102000000000,65.1,25.0
Owner,0,0,3,BHK,1625.0,1,1,"VIP Road Vesu,Surat",21.143354000000000,72.770931,65.0,25.0
Owner,1,0,3,BHK,1625.0,0,1,"New Manish Nagar,Nagpur",21.094632,79.074805,65.0,25.0
Dealer,1,1,3,BHK,1610.0,0,1,"Gomti Nagar Extension,Lucknow",21.0,77.0,64.4,25.0
Owner,0,0,3,BHK,1600.0,1,1,"Lowadih,Ranchi",23.196253,85.765283,64.0,25.0
Dealer,0,0,3,BHK,1600.0,1,1,"Begur,Bangalore",12.8706,77.6279,64.0,25.0
Dealer,1,0,3,BHK,1600.0,0,1,"Madhurawada,Visakhapatnam",17.815234,83.35818,64.0,25.0
Dealer,1,0,3,BHK,1600.0,0,1,"Mithilapuri Colony,Visakhapatnam",17.7,83.25,64.0,25.0
Dealer,1,1,3,BHK,1560.0,0,1,"Sushant Golf City,Lucknow",26.781748000000000,81.006714,62.4,25.0
Owner,0,0,3,BHK,1550.0,1,1,"Sector-6 Jankipuram Extension,Lucknow",26.936933000000000,80.941263,62.0,25.0
Dealer,0,0,3,BHK,1550.0,1,1,"Sector-105 Mohali,Mohali",30.658839,76.681686,62.0,25.0
Dealer,0,0,3,BHK,1550.0,1,1,"Sector-105 Mohali,Mohali",30.658839,76.681686,62.0,25.0
Owner,0,0,2,BHK,1550.0,1,1,"Kushaiguda,Secunderabad",17.45,78.5,62.0,25.0
Dealer,0,0,3,BHK,1525.0,1,1,"Madhurawada,Visakhapatnam",17.815234,83.35818,61.0,25.0
Dealer,0,0,3,BHK,1500.0,1,1,"Flanir,Mangalore",12.870280000000000,74.88056,60.0,25.0
Owner,0,0,3,BHK,1500.0,1,1,"Alwal,Secunderabad",17.501131,78.505495,60.0,25.0
Owner,0,0,3,BHK,1500.0,1,1,"Sector V Bidhan Nagar,Kolkata",22.58,88.42,60.0,25.0
Dealer,0,0,3,BHK,1500.0,1,1,"Whitefield,Bangalore",12.9958935,77.761394,60.0,25.0
Owner,0,0,3,BHK,1500.0,1,1,"Thrippunithura,Ernakulam",9.946434,76.347436,60.0,25.0
Owner,0,0,3,BHK,1500.0,1,1,"Kaggadasapura,Bangalore",12.9816,77.6729,60.0,25.0
Dealer,1,0,3,BHK,1500.0,0,1,"Pothinamallayya Palem,Visakhapatnam",17.80268,83.35613600000000,60.0,25.0
Owner,0,0,3,BHK,1500.0,1,1,"Pratap Nagar,Jaipur",26.807408000000000,75.83865900000000,60.0,25.0
Dealer,0,0,3,BHK,1500.0,1,1,"Tagore Nagar,Jaipur",26.893148000000000,75.739769,60.0,25.0
Dealer,1,1,3,BHK,1500.0,0,1,"PAL,Surat",21.17,72.83,60.0,25.0
Owner,0,0,3,BHK,1500.0,1,1,"Saravanampatti,Coimbatore",11.09,76.99778,60.0,25.0
Dealer,0,0,3,BHK,1475.0,1,1,"Edapally,Kochi",9.930471,76.271273,59.0,25.0
Owner,0,0,3,BHK,1450.0,1,1,"Gunjur,Bangalore",12.923762,77.736688,58.0,25.0
Owner,0,0,3,BHK,1450.0,1,1,"Kadugodi,Bangalore",12.995285,77.766797,58.0,25.0
Owner,0,0,2,BHK,1430.0,1,1,"Ramamurthy Nagar,Bangalore",13.013312000000000,77.662077,57.2,25.0
Dealer,1,0,3,BHK,1425.0,0,1,"Kahilipara,Guwahati",26.142985,91.767427,57.0,25.0
Owner,0,0,4,BHK,1400.0,1,1,"Periyapanicheri,Chennai",13.09,80.27,56.0,25.0
Dealer,0,0,3,BHK,1400.0,1,1,"Kokar,Ranchi",23.531948,84.898217,56.0,25.0
Dealer,0,0,3,BHK,1400.0,1,1,"Uttarahalli,Bangalore",12.90579,77.54264,56.0,25.0
Dealer,0,0,3,BHK,1400.0,1,1,"Manish Nagar,Nagpur",21.094632,79.074805,56.0,25.0
Dealer,0,1,3,BHK,1400.0,1,1,"Raj Nagar Extension,Ghaziabad",26.900926000000000,75.775927,56.0,25.0
Owner,0,0,2,BHK,1400.0,1,1,"Mussoorie Road,Dehradun",30.4571,78.055,56.0,25.0
Dealer,1,1,2,BHK,1385.0,0,1,"Khajrana,Indore",22.738247,75.90819600000000,55.4,25.0
Dealer,0,1,3,BHK,1380.0,1,0,"Sector 80 Faridabad,Faridabad",28.381971000000000,77.347688,55.2,25.0
Builder,1,1,3,BHK,1360.0,0,0,"Hennur Road,Bangalore",13.0306,77.6485,54.4,25.0
Owner,0,0,2,BHK,1355.0,1,1,"Midhilapuri Vuda Colony,Visakhapatnam",17.7,83.25,54.2,25.0
Owner,0,0,3,BHK,1350.0,1,1,"Chembukkav,Thrissur",10.52,76.21,54.0,25.0
Owner,1,1,3,BHK,1350.0,0,1,"Sector-143 Noida,Noida",28.5035,77.426447,54.0,25.0
Dealer,0,1,3,BHK,1350.0,1,1,"Sector-143 Noida,Noida",28.5035,77.426447,54.0,25.0
Owner,0,0,2,BHK,1350.0,1,1,"Kaval Byrasandra,Bangalore",12.928059,77.55601,54.0,25.0
Dealer,0,0,2,BHK,1350.0,1,1,"Sector-105 Mohali,Mohali",30.658839,76.681686,54.0,25.0
Owner,0,0,3,BHK,1300.0,1,1,"Escorts Colony,Bangalore",12.96991,77.59796,52.0,25.0
Owner,1,0,3,BHK,1300.0,0,1,"Paruthipet,Chennai",13.09,80.27,52.0,25.0
Dealer,1,0,3,BHK,1300.0,0,1,"Garia,Kolkata",22.403867,88.47000600000000,52.0,25.0
Owner,0,0,3,BHK,1300.0,1,1,"Sodepur,Kolkata",22.69995,88.390833,52.0,25.0
Dealer,0,0,2,BHK,1300.0,1,1,"Electronic City,Bangalore",12.8458,77.6727,52.0,25.0
Builder,1,0,3,BHK,1285.0,0,0,"Madhurawada,Visakhapatnam",17.815234,83.35818,51.4,25.0
Dealer,0,0,3,BHK,1277.5,1,1,"Gollala Yendada,Visakhapatnam",17.776084,83.366665,51.1,25.0
Owner,0,1,3,BHK,1275.0,1,1,"Chandapura,Bangalore",12.800090000000000,77.71182000000000,51.0,25.0
Dealer,0,0,2,BHK,1275.0,1,1,"Vishweshwara Nagar,Mysore",12.274538,76.644605,51.0,25.0
Dealer,1,1,2,BHK,1275.0,0,0,"Madanpur,Bhubaneswar",20.243276,85.726324,51.0,25.0
Dealer,0,0,3,BHK,1250.0,1,1,"Anantapur,Ranchi",23.574468,86.487585,50.0,25.0
Owner,0,0,3,BHK,1250.0,1,1,"Kothwan,Patna",25.61,85.14139,50.0,25.0
Owner,0,0,3,BHK,1250.0,1,1,"BataNagar,Kolkata",22.50686,88.223965,50.0,25.0
Owner,0,0,3,BHK,1250.0,1,1,"Kothwan,Patna",25.61,85.14139,50.0,25.0
Owner,0,0,2,BHK,1250.0,1,1,"Hebbal Kempapura,Bangalore",13.051000000000000,77.5962,50.0,25.0
Dealer,0,0,2,BHK,1250.0,1,1,"PAL,Surat",21.17,72.83,50.0,25.0
Owner,0,0,2,BHK,1250.0,1,1,"Sector-6 Jankipuram Vistar,Lucknow",26.92652,80.948937,50.0,25.0
Owner,0,0,3,BHK,1200.0,1,1,"Airport,Kolkata",22.648322,88.4431525,48.0,25.0
Dealer,0,0,3,BHK,1200.0,1,1,"Jagdeo Path,Patna",25.61,85.14139,48.0,25.0
Owner,0,0,2,BHK,1200.0,1,1,"Varachha,Surat",21.218626,72.862113,48.0,25.0
Dealer,0,0,2,BHK,1200.0,1,1,"Patia,Bhubaneswar",20.353795,85.82102000000000,48.0,25.0
Owner,0,0,2,BHK,1200.0,1,1,"Sunderpur,Varanasi",25.124509,82.916257,48.0,25.0
Owner,0,0,2,BHK,1200.0,1,1,"Saiyed Vasna,Vadodara",22.312063000000000,72.674296,48.0,25.0
Owner,0,0,2,BHK,1200.0,1,1,"Akota,Vadodara",22.2951,73.1686,48.0,25.0
Dealer,0,0,2,BHK,1200.0,1,1,"Kothanur,Bangalore",12.581437,77.322174,48.0,25.0
Dealer,0,0,2,BHK,1200.0,1,1,"Thana,Kannur",11.867077,75.383247,48.0,25.0
Owner,1,0,2,BHK,1200.0,0,0,"Shivpur,Varanasi",25.357774,82.95631800000000,48.0,25.0
Builder,0,1,2,BHK,1197.5,1,0,"Deolali Camp,Lalitpur",24.690280000000000,78.41889,47.9,25.0
Dealer,0,0,2,BHK,1180.0,1,1,"Mukundapur,Kolkata",22.491565000000000,88.402473,47.2,25.0
Owner,0,0,3,BHK,1175.0,1,1,"Vadavathoor,Kottayam",9.59167,76.52222000000000,47.0,25.0
Dealer,1,0,3,BHK,1150.0,0,1,"Singh More,Ranchi",23.35556,85.33472000000000,46.0,25.0
Dealer,1,1,3,BHK,1150.0,0,1,"New Chandigarh,Chandigarh",30.73528,76.79111,46.0,25.0
Dealer,0,1,2,BHK,1150.0,1,1,"Sector-75 Noida,Noida",28.576117,77.382136,46.0,25.0
Dealer,0,1,2,BHK,1150.0,1,0,"IIM Road,Lucknow",21.0,77.0,46.0,25.0
Dealer,1,0,2,BHK,1150.0,0,1,"Manish Nagar,Nagpur",21.094632,79.074805,46.0,25.0
Dealer,0,1,2,BHK,1150.0,1,1,"Ahinsa Khand 1,Ghaziabad",28.9196,76.8972,46.0,25.0
Dealer,0,0,2,BHK,1145.0,1,1,"Electronic City,Bangalore",12.8458,77.6727,45.8,25.0
Owner,0,0,2,BHK,1145.0,1,1,"Varthur,Bangalore",12.9407,77.7466,45.8,25.0
Dealer,1,0,2,BHK,1145.0,0,1,"Rasulgarh,Bhubaneswar",20.294655,85.860349,45.8,25.0
Dealer,0,1,2,BHK,1140.0,1,1,"Bileshivale,Bangalore",13.054202,77.674002,45.6,25.0
Owner,0,0,2,BHK,1125.0,1,1,"Sargasan,Gandhinagar",23.182972,72.611485,45.0,25.0
Dealer,0,0,3,BHK,1120.0,1,1,"Pammal,Chennai",12.975,80.13472,44.8,25.0
Dealer,0,0,2,BHK,1100.0,1,1,"Sector 84 Faridabad,Faridabad",28.404730000000000,77.367514,44.0,25.0
Owner,1,0,2,BHK,1100.0,0,1,"Sector-134 Noida,Noida",28.5041,77.381557,44.0,25.0
Dealer,0,0,2,BHK,1100.0,1,0,"Sector 84 Faridabad,Faridabad",28.404730000000000,77.367514,44.0,25.0
Owner,0,0,2,BHK,1100.0,1,1,"Sector-93 Noida,Noida",28.5216,77.3863,44.0,25.0
Owner,0,0,3,BHK,1075.0,1,1,"Yelahanka,Bangalore",13.11389,77.59833,43.0,25.0
Dealer,1,1,2,BHK,1067.5,0,0,"Horamavu Agara,Bangalore",13.0318,77.6583,42.7,25.0
Dealer,0,0,3,BHK,1050.0,1,1,"Teghoria,Kolkata",22.620289,88.43493000000000,42.0,25.0
Owner,0,0,3,BHK,1050.0,1,1,"Shakuntala Apartment Chhawani,Kota",25.17334,75.857839,42.0,25.0
Dealer,1,0,2,BHK,1050.0,0,1,"Horamavu,Bangalore",13.0318,77.6583,42.0,25.0
Owner,0,0,2,BHK,1050.0,1,1,"Vidyaranyapura,Bangalore",13.0814,77.5566,42.0,25.0
Dealer,0,0,2,BHK,1050.0,1,1,"Lahartara,Varanasi",25.30694,83.00611000000000,42.0,25.0
Owner,0,1,2,BHK,1050.0,1,1,"Crossing Republik,Ghaziabad",28.629811,77.434197,42.0,25.0
Dealer,0,1,2,BHK,1040.0,1,1,"Bileshivale,Bangalore",13.054202,77.674002,41.6,25.0
Owner,1,0,2,BHK,1040.0,0,1,"Sulem Sarai,Allahabad",25.451221,81.788809,41.6,25.0
Owner,0,0,3,BHK,1000.0,1,1,"Lalghati,Bhopal",23.280294,77.36573100000000,40.0,25.0
Dealer,0,1,3,BHK,1000.0,1,1,"Sector 84 Faridabad,Faridabad",28.404730000000000,77.367514,40.0,25.0
Owner,0,0,3,BHK,1000.0,1,1,"Maheshtala,Kolkata",22.486821,88.233267,40.0,25.0
Owner,0,0,2,BHK,1000.0,1,1,"Yelahanka,Bangalore",13.11389,77.59833,40.0,25.0
Owner,0,0,2,BHK,1000.0,1,1,"Kengeri,Bangalore",12.919987000000000,77.489265,40.0,25.0
Owner,1,1,2,BHK,1000.0,0,1,"Nagothane,Raigad",18.5422,73.1349,40.0,25.0
Owner,0,0,2,BHK,1000.0,1,1,"Bariatu opp. Reliance fresh,Ranchi",23.399528,85.357421,40.0,25.0
Owner,0,0,2,BHK,1000.0,1,1,"Rajarajeshwari Nagar,Bangalore",12.919423,77.522774,40.0,25.0
Owner,0,0,2,BHK,1000.0,1,1,"Sarjapura - Attibele Road,Bangalore",12.86,77.786,40.0,25.0
Builder,0,1,3,BHK,950.0,1,0,"Pahari,Patna",25.61,85.14139,38.0,25.0
